season,pitcher_id,team_id,date,game_id,gs,ip,er,bb,so,hr,hbp,bf
2015,112526,121,2015-04-06,413657,1,6.0,1,1,8,1,0,23
2015,112526,121,2015-04-12,413733,1,7.0,3,0,5,1,0,27
2015,112526,121,2015-04-17,413797,1,7.0,1,0,5,1,0,26
2015,112526,121,2015-04-23,413873,1,6.0,3,0,5,0,0,24
2015,112526,121,2015-04-29,413966,1,6.666666666666667,4,0,2,1,0,29
2015,112526,121,2015-05-05,414039,1,7.666666666666667,1,0,9,1,0,29
2015,112526,121,2015-05-10,414119,1,6.0,4,0,6,1,0,26
2015,112526,121,2015-05-15,414183,1,5.0,5,0,2,2,0,23
2015,112526,121,2015-05-20,414254,1,4.333333333333333,8,2,4,2,0,27
2015,112526,121,2015-05-25,414323,1,6.0,3,2,6,0,0,26
2015,112526,121,2015-05-31,414404,1,7.0,3,0,2,1,0,27
2015,112526,121,2015-06-06,414483,1,7.0,2,1,7,1,0,26
2015,112526,121,2015-06-12,414554,1,6.0,2,2,3,0,1,27
2015,112526,121,2015-06-18,414651,1,4.333333333333333,6,1,4,1,0,24
2015,112526,121,2015-06-24,414734,1,6.0,4,1,3,1,0,28
2015,112526,121,2015-07-01,414822,1,7.0,0,1,8,0,0,25
2015,112526,121,2015-07-07,414911,1,6.0,2,0,4,0,0,29
2015,112526,121,2015-07-18,415013,1,4.333333333333333,7,3,5,0,1,25
2015,112526,121,2015-07-23,415077,1,8.0,1,0,4,1,1,27
2015,112526,121,2015-07-29,415166,1,2.333333333333333,6,0,1,2,0,17
2015,112526,121,2015-08-03,415232,1,8.0,1,0,5,0,0,31
2015,112526,121,2015-08-09,415316,1,6.666666666666667,4,0,0,1,0,28
2015,112526,121,2015-08-14,415378,1,7.0,1,2,7,1,0,26
2015,112526,121,2015-08-21,415472,1,3.6666666666666665,7,2,1,3,0,22
2015,112526,121,2015-08-26,415541,1,7.0,0,2,8,0,1,28
2015,112526,121,2015-08-29,415575,0,1.0,0,0,2,0,0,4
2015,112526,121,2015-08-31,415609,1,8.0,0,1,9,0,0,28
2015,112526,121,2015-09-05,415674,1,9.0,0,0,2,0,0,33
2015,112526,121,2015-09-10,415744,1,6.666666666666667,2,1,2,0,0,27
2015,112526,121,2015-09-16,415828,1,5.666666666666667,3,1,2,2,0,23
2015,112526,121,2015-09-23,415916,1,6.333333333333333,3,1,1,0,0,25
2015,112526,121,2015-09-29,416003,1,5.0,3,0,3,1,0,22
2015,112526,121,2015-10-04,416079,0,1.0,0,0,1,0,0,3
2015,136600,114,2015-05-09,414103,1,4.0,6,1,3,1,0,22
2015,136600,114,2015-05-15,414180,1,2.333333333333333,3,0,1,2,0,13
2015,150116,116,2015-08-22,415492,1,7.0,3,0,5,0,0,29
2015,150116,116,2015-08-27,415547,1,7.0,1,2,5,0,0,25
2015,150116,116,2015-09-02,415635,1,3.6666666666666665,8,3,2,2,1,22
2015,150116,116,2015-09-07,415708,1,4.333333333333333,4,0,3,2,0,21
2015,150116,116,2015-09-13,415751,1,3.0,1,4,3,0,0,16
2015,150116,116,2015-09-21,415893,1,7.0,3,4,6,1,0,29
2015,150116,116,2015-09-27,415977,1,1.6666666666666663,4,1,3,0,0,14
2015,150116,116,2015-10-04,416070,0,1.0,0,1,1,0,0,5
2015,150302,113,2015-04-10,413707,1,6.0,3,2,7,1,0,25
2015,150302,113,2015-04-15,413771,1,4.0,4,3,6,1,1,23
2015,150302,113,2015-04-21,413847,1,5.0,5,0,8,1,0,23
2015,150302,113,2015-04-27,413935,1,8.0,2,2,3,0,0,30
2015,150302,113,2015-05-02,414000,1,6.333333333333333,3,2,4,1,0,25
2015,150302,113,2015-05-09,414083,1,5.666666666666667,5,1,0,3,0,27
2015,150302,113,2015-05-15,414186,1,3.0,6,2,4,2,0,18
2015,150302,113,2015-05-20,414245,1,3.6666666666666665,4,0,1,0,0,16
2015,150302,113,2015-05-25,414318,1,5.666666666666667,2,2,4,1,0,29
2015,150359,134,2015-04-09,413691,1,5.333333333333333,2,1,7,1,0,20
2015,150359,134,2015-04-14,413760,1,6.666666666666667,1,2,8,0,0,28
2015,150359,134,2015-04-20,413835,1,6.0,1,2,1,0,1,26
2015,150359,134,2015-04-25,413909,1,7.0,1,2,4,0,0,27
2015,150359,134,2015-05-01,413992,1,6.0,0,3,7,0,0,22
2015,150359,134,2015-05-07,414070,1,7.0,2,2,4,1,0,28
2015,150359,134,2015-05-12,414143,1,7.0,1,1,5,0,0,26
2015,150359,134,2015-05-17,414215,1,7.0,0,5,7,0,0,26
2015,150359,134,2015-05-23,414291,1,7.0,1,0,10,0,1,26
2015,150359,134,2015-05-28,414364,1,5.666666666666667,4,2,6,0,0,28
2015,150359,134,2015-06-02,414433,1,5.0,4,2,5,1,0,25
2015,150359,134,2015-06-08,414510,1,7.0,1,1,6,0,0,26
2015,150359,134,2015-06-14,414594,1,9.0,0,1,4,0,0,31
2015,150359,134,2015-06-19,414667,1,6.666666666666667,3,1,7,0,0,33
2015,150359,134,2015-06-25,414744,1,6.0,1,2,5,0,0,28
2015,150359,134,2015-07-01,414830,1,7.0,2,0,4,0,0,29
2015,150359,134,2015-07-06,414899,1,7.666666666666667,1,3,4,0,0,29
2015,150359,134,2015-07-11,414970,1,6.333333333333333,3,3,6,1,2,30
2015,150359,134,2015-07-20,415039,1,6.0,6,1,2,2,2,30
2015,150359,134,2015-07-25,415113,1,5.666666666666667,5,0,8,0,2,29
2015,150359,134,2015-07-30,415177,1,4.333333333333333,7,2,4,1,1,27
2015,150359,134,2015-09-10,415743,1,5.0,3,2,3,1,0,19
2015,150359,134,2015-09-16,415822,1,5.333333333333333,2,1,7,0,0,24
2015,150359,134,2015-09-21,415897,1,5.666666666666667,2,4,5,1,1,27
2015,150359,134,2015-09-27,415980,1,6.0,2,2,5,1,1,27
2015,150359,134,2015-10-03,416053,1,6.666666666666667,3,4,9,1,0,28
2015,217096,133,2015-09-20,415883,0,1.0,2,1,0,1,0,6
2015,217096,133,2015-09-26,415967,1,2.0,4,1,0,1,0,13
2015,217096,133,2015-09-30,416019,1,4.0,2,4,2,2,0,18
2015,218596,137,2015-04-09,413692,1,6.333333333333333,0,5,1,0,0,26
2015,218596,137,2015-04-14,413759,1,7.0,3,0,4,0,1,29
2015,218596,137,2015-04-19,413820,1,5.0,5,2,6,1,1,24
2015,218596,137,2015-04-25,413910,1,7.0,3,0,2,2,0,28
2015,218596,137,2015-05-02,413997,1,8.0,3,2,3,2,0,27
2015,218596,137,2015-05-07,414075,1,6.666666666666667,6,0,3,1,0,32
2015,218596,137,2015-05-13,414160,1,5.333333333333333,3,2,4,2,0,22
2015,218596,137,2015-05-19,414232,1,6.333333333333333,0,2,2,0,0,26
2015,218596,137,2015-05-24,414311,1,3.6666666666666665,8,2,1,0,2,21
2015,218596,137,2015-05-29,414366,1,7.0,1,0,4,0,0,25
2015,218596,137,2015-06-03,414448,1,7.0,2,1,6,1,0,28
2015,218596,137,2015-06-10,414540,1,5.0,4,2,1,0,1,23
2015,218596,137,2015-06-15,414610,1,5.0,3,1,3,0,0,24
2015,218596,137,2015-06-20,414684,1,6.333333333333333,2,2,3,2,0,26
2015,218596,137,2015-06-26,414758,1,6.666666666666667,5,1,6,1,0,30
2015,218596,137,2015-07-20,415041,1,4.0,3,4,3,1,0,21
2015,218596,137,2015-07-26,415124,1,5.0,3,0,1,0,0,21
2015,218596,137,2015-09-01,415626,0,0.3333333333333333,0,0,0,0,0,2
2015,218596,137,2015-09-03,415650,0,2.0,0,0,2,0,0,6
2015,218596,137,2015-09-08,415722,1,6.0,1,0,4,0,0,21
2015,218596,137,2015-09-14,415795,1,4.333333333333333,1,3,1,0,0,19
2015,218596,137,2015-09-20,415875,1,6.0,0,3,3,0,0,22
2015,218596,137,2015-09-26,415967,1,1.3333333333333333,2,3,0,0,2,11
2015,218596,137,2015-10-01,416028,1,2.333333333333333,3,2,1,0,0,11
2015,279824,141,2015-04-10,413709,1,6.0,2,2,1,1,0,26
2015,279824,141,2015-04-15,413781,1,6.0,3,1,4,2,0,26
2015,279824,141,2015-04-21,413844,1,6.0,3,1,2,0,0,26
2015,279824,141,2015-04-26,413928,1,5.666666666666667,5,1,3,1,0,29
2015,279824,141,2015-05-01,413995,1,4.333333333333333,8,2,1,2,0,25
2015,279824,141,2015-05-06,414061,1,5.0,1,1,3,0,0,22
2015,279824,141,2015-05-12,414147,1,6.0,2,1,4,0,0,22
2015,279824,141,2015-05-17,414218,1,8.0,4,2,5,2,0,32
2015,279824,141,2015-05-23,414295,1,7.333333333333333,3,3,4,1,1,30
2015,279824,141,2015-05-29,414378,1,9.0,4,0,3,0,0,32
2015,279824,141,2015-06-03,414450,1,9.0,0,1,2,0,0,32
2015,279824,141,2015-06-09,414520,1,6.0,2,1,3,2,0,27
2015,279824,141,2015-06-15,414611,1,7.0,1,1,5,0,0,27
2015,279824,141,2015-06-20,414674,1,7.0,2,1,5,0,0,27
2015,279824,141,2015-06-26,414764,1,7.0,2,2,5,1,0,27
2015,279824,141,2015-07-01,414820,1,7.0,1,0,7,0,0,25
2015,279824,141,2015-07-06,414902,1,8.0,0,0,2,0,0,31
2015,279824,141,2015-07-11,414971,1,7.0,2,0,2,0,1,27
2015,279824,141,2015-07-21,415058,1,7.0,1,0,3,0,0,29
2015,279824,141,2015-07-26,415127,1,5.666666666666667,3,1,3,1,0,26
2015,279824,141,2015-08-01,415203,1,7.0,3,0,3,1,1,27
2015,279824,141,2015-08-06,415273,1,7.0,3,1,1,2,0,27
2015,279824,141,2015-08-13,415364,1,7.0,2,2,2,0,0,28
2015,279824,141,2015-08-19,415451,1,4.0,4,0,2,1,0,19
2015,279824,141,2015-08-25,415531,1,6.0,5,1,3,2,0,25
2015,279824,141,2015-08-30,415594,1,6.0,1,2,2,0,0,24
2015,279824,141,2015-09-07,415710,1,3.333333333333333,5,0,0,0,0,18
2015,279824,141,2015-09-15,415818,1,5.0,1,1,2,0,0,20
2015,279824,141,2015-09-20,415877,1,6.0,3,2,1,0,0,28
2015,279824,141,2015-09-27,415983,1,6.0,4,1,5,1,1,25
2015,279824,141,2015-10-02,416048,1,6.666666666666667,4,1,3,1,3,28
2015,279824,141,2015-10-04,416078,1,0.6666666666666666,0,1,0,1,0,10
2015,282332,147,2015-04-09,413695,1,5.666666666666667,4,0,8,0,0,24
2015,282332,147,2015-04-14,413762,1,7.0,4,1,7,1,0,29
2015,282332,147,2015-04-20,413840,1,8.0,2,3,5,0,0,29
2015,282332,147,2015-04-25,413908,1,5.0,7,0,2,3,1,25
2015,282332,147,2015-05-01,413989,1,6.0,2,2,3,1,0,27
2015,282332,147,2015-05-06,414061,1,6.333333333333333,4,2,4,1,0,29
2015,282332,147,2015-05-11,414129,1,7.0,3,2,9,2,0,27
2015,282332,147,2015-05-16,414199,1,7.0,1,0,5,0,0,28
2015,282332,147,2015-05-23,414298,1,2.333333333333333,6,1,4,0,0,15
2015,282332,147,2015-05-28,414363,1,6.0,5,1,4,2,0,27
2015,282332,147,2015-06-02,414430,1,5.666666666666667,2,2,6,0,0,27
2015,282332,147,2015-06-07,414491,1,6.0,2,1,7,2,0,23
2015,282332,147,2015-06-13,414577,1,5.0,4,0,3,2,0,23
2015,282332,147,2015-06-18,414649,1,6.0,3,0,7,1,1,24
2015,282332,147,2015-06-23,414721,1,4.666666666666667,6,2,4,2,0,25
2015,282332,147,2015-06-29,414803,1,7.333333333333333,4,1,5,2,0,29
2015,282332,147,2015-07-08,414927,1,5.333333333333333,2,2,1,0,0,24
2015,282332,147,2015-07-19,415030,1,6.0,1,1,7,0,0,24
2015,282332,147,2015-07-25,415108,1,5.666666666666667,5,3,3,2,1,28
2015,282332,147,2015-07-30,415176,1,5.0,5,1,3,3,1,24
2015,282332,147,2015-08-06,415268,1,6.0,1,3,8,0,0,24
2015,282332,147,2015-08-12,415353,1,6.0,2,2,2,0,0,27
2015,282332,147,2015-08-18,415431,1,6.666666666666667,4,3,5,1,0,26
2015,282332,147,2015-08-23,415497,1,2.6666666666666665,2,4,1,1,0,15
2015,282332,147,2015-09-09,415727,1,4.666666666666667,1,3,5,0,1,22
2015,282332,147,2015-09-14,415801,1,6.666666666666667,0,2,6,0,0,25
2015,282332,147,2015-09-20,415882,1,6.0,1,3,7,0,0,26
2015,282332,147,2015-09-25,415943,1,6.666666666666667,4,2,3,2,1,28
2015,282332,147,2015-10-01,416024,1,5.0,1,3,3,0,0,22
2015,285064,137,2015-04-07,413669,1,4.666666666666667,7,4,5,2,0,24
2015,285064,137,2015-04-11,413721,0,3.6666666666666665,4,1,2,0,0,21
2015,285064,137,2015-04-17,413790,0,2.0,1,4,3,0,0,15
2015,285064,137,2015-04-23,413879,1,6.0,2,1,5,2,1,23
2015,285064,137,2015-04-29,413970,1,3.0,6,1,2,4,0,15
2015,285064,137,2015-05-05,414049,1,7.0,0,2,4,0,0,26
2015,285064,137,2015-05-10,414117,1,7.0,1,0,5,0,0,25
2015,285064,137,2015-05-16,414201,1,5.666666666666667,2,4,2,1,0,27
2015,285064,137,2015-05-22,414281,1,6.0,0,3,5,0,0,22
2015,285064,137,2015-05-27,414356,1,6.0,1,0,5,0,0,23
2015,285064,137,2015-06-01,414418,1,6.0,3,2,5,0,1,27
2015,285064,137,2015-06-07,414502,1,6.666666666666667,5,2,5,1,0,28
2015,285064,137,2015-06-13,414568,1,3.6666666666666665,4,5,1,0,0,21
2015,285064,137,2015-06-18,414654,1,6.666666666666667,0,2,6,0,0,25
2015,285064,137,2015-06-24,414737,1,6.0,0,2,4,0,0,25
2015,285064,137,2015-06-30,414817,1,6.0,4,3,4,2,0,28
2015,285064,137,2015-07-05,414889,1,4.0,1,3,2,0,0,18
2015,285064,137,2015-07-11,414968,1,5.666666666666667,4,3,5,2,0,24
2015,285064,137,2015-07-17,415001,0,2.0,0,1,2,0,0,8
2015,285064,137,2015-07-20,415041,0,2.0,0,0,1,0,1,7
2015,285064,137,2015-07-24,415094,0,0.6666666666666666,0,0,1,0,0,2
2015,285064,137,2015-07-28,415146,0,1.0,0,0,1,0,0,3
2015,285064,137,2015-08-01,415208,0,0.3333333333333333,1,0,0,0,0,4
2015,285064,137,2015-08-03,415235,0,0.0,1,0,0,1,0,2
2015,285064,137,2015-08-07,415288,1,4.0,3,1,6,0,0,19
2015,285064,137,2015-08-13,415367,1,5.0,1,4,8,1,0,22
2015,285064,137,2015-08-18,415434,1,6.0,0,1,5,0,0,21
2015,285064,137,2015-08-23,415504,1,3.333333333333333,3,4,2,0,0,21
2015,285064,137,2015-08-29,415587,1,4.666666666666667,4,3,3,0,0,22
2015,285064,137,2015-09-03,415650,1,3.0,7,0,1,1,0,20
2015,285064,137,2015-09-07,415707,0,2.0,0,1,1,0,0,8
2015,285064,137,2015-09-26,415967,0,1.3333333333333333,5,1,1,0,0,9
2015,285064,137,2015-10-01,416028,0,4.0,0,0,6,0,0,13
2015,285079,141,2015-04-08,413685,1,6.333333333333333,1,3,4,0,0,24
2015,285079,141,2015-04-13,413753,1,6.0,2,5,6,0,1,27
2015,285079,141,2015-04-18,413806,1,7.0,4,4,6,2,0,29
2015,285079,141,2015-04-24,413898,1,4.666666666666667,7,1,0,2,1,25
2015,285079,141,2015-04-29,413972,1,7.0,4,0,4,1,1,29
2015,285079,141,2015-05-04,414031,1,8.0,1,3,0,0,0,29
2015,285079,141,2015-05-10,414111,1,6.0,6,3,0,2,0,28
2015,285079,141,2015-05-15,414188,1,5.0,7,0,3,2,0,25
2015,285079,141,2015-05-21,414257,1,9.0,4,2,7,2,0,33
2015,285079,141,2015-05-26,414332,1,5.0,5,2,5,1,0,25
2015,285079,141,2015-06-02,414420,1,6.0,2,1,6,0,0,27
2015,285079,141,2015-06-07,414495,1,5.666666666666667,2,4,5,1,1,25
2015,285079,141,2015-06-13,414581,1,6.0,3,1,5,1,0,26
2015,285079,141,2015-06-18,414651,1,7.333333333333333,1,5,7,1,0,30
2015,285079,141,2015-06-23,414724,1,7.0,3,3,2,0,2,32
2015,285079,141,2015-06-29,414796,1,6.0,3,3,3,0,0,25
2015,285079,141,2015-07-04,414876,1,5.666666666666667,5,2,1,1,2,28
2015,285079,141,2015-07-09,414942,1,7.0,2,2,6,1,0,27
2015,285079,141,2015-07-18,415017,1,6.0,1,1,4,0,0,22
2015,285079,141,2015-07-23,415082,1,8.333333333333334,2,1,6,0,1,32
2015,285079,141,2015-07-29,415164,1,8.0,0,1,4,0,0,32
2015,285079,141,2015-08-02,415218,1,7.0,0,2,6,0,0,25
2015,285079,141,2015-08-07,415291,1,7.0,1,2,3,1,0,28
2015,285079,141,2015-08-12,415354,1,6.0,3,2,4,1,0,24
2015,285079,141,2015-08-18,415436,1,4.0,5,2,2,1,0,21
2015,285079,141,2015-08-23,415508,1,6.0,5,1,1,0,1,27
2015,285079,141,2015-08-28,415564,1,6.666666666666667,3,1,6,2,0,27
2015,285079,141,2015-09-02,415634,1,9.0,1,0,6,0,0,29
2015,285079,141,2015-09-08,415725,1,6.0,1,1,4,1,0,23
2015,285079,141,2015-09-13,415791,1,7.666666666666667,5,2,2,1,0,32
2015,285079,141,2015-09-19,415862,1,6.0,2,1,3,1,0,25
2015,285079,141,2015-09-25,415953,1,7.0,2,0,2,0,1,26
2015,285079,141,2015-09-30,416006,1,5.0,0,0,3,0,0,17
2015,346798,158,2015-04-06,413655,1,3.333333333333333,8,0,1,2,0,20
2015,346798,158,2015-04-12,413734,1,6.333333333333333,4,0,5,1,1,27
2015,346798,158,2015-04-18,413813,1,6.0,6,3,4,1,0,27
2015,346798,158,2015-04-23,413877,1,7.0,2,1,4,1,0,23
2015,346798,158,2015-04-28,413950,1,7.0,4,1,5,3,0,29
2015,346798,158,2015-05-04,414029,1,5.0,3,3,4,1,1,23
2015,346798,158,2015-05-09,414097,1,5.0,4,1,7,1,0,23
2015,346798,158,2015-05-15,414183,1,8.0,0,1,8,0,0,28
2015,346798,158,2015-05-20,414248,1,6.0,2,2,4,0,0,25
2015,346798,158,2015-05-25,414326,1,5.333333333333333,5,3,7,1,0,25
2015,346798,158,2015-05-30,414380,1,3.333333333333333,7,0,2,2,0,21
2015,346798,158,2015-06-05,414467,1,6.0,5,0,4,1,0,26
2015,346798,158,2015-06-10,414536,1,6.333333333333333,2,1,2,1,0,27
2015,346798,158,2015-06-15,414604,1,5.0,5,2,2,1,1,23
2015,346798,158,2015-06-20,414680,1,6.0,3,1,5,1,0,23
2015,346798,158,2015-06-26,414761,1,6.0,4,1,2,2,0,25
2015,346798,158,2015-07-01,414827,1,6.333333333333333,4,2,4,0,0,30
2015,346798,158,2015-07-06,414892,1,5.0,4,1,4,1,0,26
2015,346798,158,2015-07-12,414980,1,5.0,2,0,6,1,0,19
2015,346798,158,2015-07-22,415062,1,5.0,5,3,3,2,0,24
2015,346798,158,2015-07-27,415136,1,6.666666666666667,4,3,0,1,0,28
2015,346798,158,2015-08-02,415214,1,4.333333333333333,4,1,3,1,1,23
2015,346798,158,2015-08-07,415289,0,2.0,0,0,1,0,0,7
2015,346798,158,2015-08-11,415337,0,2.0,0,1,2,0,0,7
2015,346798,158,2015-08-13,415362,0,1.0,1,1,2,0,0,5
2015,346798,158,2015-08-17,415417,0,2.0,1,1,1,0,0,9
2015,346798,158,2015-08-21,415470,0,3.0,1,2,4,1,0,12
2015,346798,158,2015-08-25,415524,0,2.333333333333333,5,2,3,1,0,12
2015,346798,158,2015-09-05,415657,0,1.6666666666666663,0,0,1,0,0,7
2015,346798,158,2015-09-08,415718,0,1.0,0,0,1,0,0,3
2015,346798,158,2015-09-10,415743,0,1.0,0,0,0,0,0,4
2015,346798,158,2015-09-12,415770,0,2.333333333333333,0,0,2,0,0,9
2015,346798,158,2015-09-16,415832,0,2.0,0,3,1,0,0,10
2015,346798,158,2015-09-20,415879,0,1.0,2,0,0,2,0,6
2015,346798,158,2015-09-22,415906,0,3.0,1,1,3,0,0,12
2015,346798,158,2015-09-27,415976,0,2.0,1,0,0,0,0,9
2015,346798,158,2015-10-01,416030,0,2.0,0,2,1,0,0,8
2015,407793,138,2015-04-10,413707,1,6.0,4,2,1,2,0,23
2015,407793,138,2015-04-16,413786,1,7.0,0,1,8,0,0,28
2015,407793,138,2015-04-22,413871,1,5.666666666666667,5,1,4,0,0,27
2015,407793,138,2015-04-27,413937,1,7.0,3,1,1,0,0,29
2015,407793,138,2015-05-02,414007,1,6.0,1,3,4,0,1,29
2015,407793,138,2015-05-07,414069,1,7.666666666666667,1,1,10,0,0,29
2015,407793,138,2015-05-13,414161,1,5.333333333333333,2,5,2,0,1,27
2015,407793,138,2015-05-18,414226,1,7.0,1,0,6,0,0,22
2015,407793,138,2015-05-23,414297,1,5.0,3,2,2,1,0,23
2015,407793,138,2015-05-29,414373,1,7.0,0,1,9,0,0,26
2015,407793,138,2015-06-03,414443,1,7.0,3,1,5,1,0,32
2015,407793,138,2015-06-08,414513,1,4.0,8,0,5,2,0,26
2015,407793,138,2015-06-15,414606,1,8.0,2,1,6,0,0,29
2015,407793,138,2015-06-20,414685,1,7.0,1,2,3,1,0,27
2015,407793,138,2015-06-26,414755,1,7.0,2,3,5,0,1,31
2015,407793,138,2015-07-01,414821,1,7.0,2,2,6,1,0,29
2015,407793,138,2015-07-06,414900,1,7.0,0,1,4,0,0,26
2015,407793,138,2015-07-11,414970,1,6.666666666666667,1,2,5,1,1,28
2015,407793,138,2015-07-18,415013,1,7.0,1,1,3,1,0,31
2015,407793,138,2015-07-23,414589,1,7.0,2,2,5,0,0,28
2015,407793,138,2015-07-29,415157,1,8.0,1,1,8,1,0,27
2015,407793,138,2015-08-04,415250,1,6.0,3,2,5,0,0,25
2015,407793,138,2015-08-09,415319,1,6.0,3,2,3,2,0,21
2015,407793,138,2015-08-15,415389,1,8.333333333333334,2,1,6,1,0,34
2015,407793,138,2015-08-21,415475,1,6.0,4,1,7,1,0,28
2015,407793,138,2015-08-26,415545,1,7.0,1,1,4,1,0,26
2015,407793,138,2015-08-31,415614,1,6.0,1,4,8,0,0,26
2015,407793,138,2015-09-06,415691,1,7.333333333333333,3,2,4,1,0,31
2015,407793,138,2015-09-11,415760,1,7.0,2,3,10,1,0,31
2015,407793,138,2015-09-17,415842,1,7.0,0,2,8,0,0,26
2015,407793,138,2015-09-22,415904,1,7.0,1,0,7,1,0,27
2015,407793,138,2015-09-27,415976,1,7.0,1,2,7,1,0,28
2015,407793,138,2015-10-04,416077,1,4.0,3,0,4,1,0,16
2015,407822,115,2015-04-20,413842,1,2.0,7,1,3,0,0,17
2015,407822,115,2015-04-25,413910,1,5.0,2,2,7,1,0,21
2015,407822,115,2015-05-02,414001,1,5.0,3,3,9,0,0,23
2015,407822,115,2015-05-10,414116,1,4.0,5,6,4,0,0,22
2015,407822,115,2015-05-16,414196,1,7.333333333333333,0,0,3,0,0,24
2015,407822,115,2015-05-21,414265,1,4.333333333333333,3,3,5,1,0,22
2015,407822,115,2015-06-02,414101,1,6.0,3,4,6,1,0,25
2015,407822,115,2015-06-09,414526,1,7.0,2,2,8,1,0,25
2015,407822,115,2015-06-14,414588,1,7.0,1,4,4,0,0,29
2015,407822,115,2015-06-19,414665,1,5.0,6,3,4,2,1,28
2015,407822,115,2015-06-25,414740,1,5.0,1,3,3,0,0,21
2015,407822,115,2015-06-30,414809,1,7.0,0,4,4,0,0,27
2015,407822,115,2015-07-05,414880,1,6.0,2,2,6,1,0,24
2015,407822,115,2015-07-11,414960,1,6.0,2,2,7,2,0,24
2015,407822,115,2015-07-17,414993,1,5.0,2,3,5,2,0,22
2015,407822,115,2015-07-22,415072,1,6.0,6,2,8,1,1,26
2015,407822,115,2015-07-27,415133,1,3.6666666666666665,6,2,2,0,0,18
2015,407822,115,2015-08-01,415201,1,6.666666666666667,2,0,4,1,0,26
2015,407822,115,2015-08-07,415281,1,6.0,3,2,1,0,0,25
2015,407822,115,2015-08-12,415349,1,6.0,2,2,7,0,0,23
2015,407822,115,2015-08-19,415452,1,6.0,0,6,6,0,0,27
2015,407822,115,2015-08-24,415511,1,7.0,5,4,3,2,0,33
2015,407822,115,2015-08-30,415593,1,6.0,0,1,7,0,0,23
2015,407822,115,2015-09-04,415663,1,7.0,1,0,7,0,1,26
2015,407822,115,2015-09-10,415023,1,5.0,3,3,6,1,0,23
2015,407822,115,2015-09-16,415824,1,8.0,2,1,5,1,0,31
2015,407890,140,2015-04-07,413670,1,6.0,1,2,4,0,0,21
2015,407890,140,2015-04-12,413729,1,7.333333333333333,4,0,5,2,0,29
2015,407890,140,2015-04-18,413818,1,5.666666666666667,3,2,2,1,0,26
2015,407890,140,2015-04-25,413912,1,5.0,2,2,4,0,0,20
2015,407890,140,2015-05-01,413990,1,6.0,0,2,8,0,0,22
2015,407890,140,2015-05-06,414067,1,8.0,1,1,6,0,0,29
2015,407890,140,2015-05-11,414127,1,7.0,1,2,5,0,1,25
2015,407890,140,2015-05-16,414195,1,5.0,5,3,7,0,0,26
2015,407890,140,2015-05-22,414283,1,6.666666666666667,5,0,3,1,1,30
2015,407890,140,2015-05-27,414357,1,2.6666666666666665,9,1,2,2,0,20
2015,407890,140,2015-06-02,414423,1,7.0,2,0,4,1,0,27
2015,407890,140,2015-06-07,414505,1,7.0,3,1,5,0,1,31
2015,407890,140,2015-06-13,414576,1,7.0,3,1,6,0,1,27
2015,407890,140,2015-06-19,414672,1,8.0,1,0,7,1,0,33
2015,407890,140,2015-06-25,414748,1,6.0,3,3,3,0,0,25
2015,407890,140,2015-06-30,414818,1,6.0,3,0,3,3,0,25
2015,407890,140,2015-07-05,414877,1,4.0,10,2,1,1,1,26
2015,407890,140,2015-07-11,414969,1,7.0,3,2,5,1,1,29
2015,407890,140,2015-07-18,415018,1,7.333333333333333,2,0,7,1,0,26
2015,407890,140,2015-07-24,415096,1,7.666666666666667,2,1,9,1,0,29
2015,407890,140,2015-07-29,415162,1,6.0,2,0,5,1,1,24
2015,407890,140,2015-08-03,415230,1,6.0,7,1,3,3,0,29
2015,407890,140,2015-08-09,415320,1,8.0,3,1,6,2,0,30
2015,407890,140,2015-08-15,415396,1,6.0,1,2,4,0,0,24
2015,407890,140,2015-08-21,415477,1,7.0,0,1,2,0,1,26
2015,407890,140,2015-08-26,415546,1,5.0,4,4,1,2,0,26
2015,407890,140,2015-08-31,415613,1,5.666666666666667,5,2,2,0,0,26
2015,407890,140,2015-09-06,415695,1,5.0,6,3,5,1,1,27
2015,407890,140,2015-09-11,415758,1,9.0,0,0,4,0,0,29
2015,407890,140,2015-09-17,415838,1,6.0,2,0,3,0,1,25
2015,407890,140,2015-09-23,415928,1,6.0,2,2,3,1,0,25
2015,407890,140,2015-09-28,415986,1,4.666666666666667,6,1,4,1,1,25
2015,407890,140,2015-10-03,416050,1,4.0,5,0,4,0,0,19
2015,408241,137,2015-04-12,413736,1,4.0,4,3,5,1,0,18
2015,408241,137,2015-04-17,413790,1,3.6666666666666665,4,1,2,0,0,20
2015,408241,137,2015-07-03,414859,1,6.333333333333333,2,4,4,1,0,25
2015,408241,137,2015-07-08,414926,1,7.0,1,1,5,0,1,29
2015,408241,137,2015-07-18,415016,1,6.333333333333333,4,1,4,2,0,27
2015,408241,137,2015-07-24,415094,1,6.0,3,0,2,1,0,22
2015,408241,137,2015-07-29,415161,1,6.0,0,0,3,0,0,21
2015,408241,137,2015-08-04,415249,1,6.0,1,1,8,0,0,23
2015,408241,137,2015-08-09,415318,1,5.0,2,2,6,0,0,21
2015,408241,137,2015-08-15,415397,1,5.666666666666667,5,3,2,1,0,28
2015,408241,137,2015-08-20,415460,1,6.0,4,1,5,1,1,27
2015,408241,137,2015-08-26,415535,1,6.333333333333333,2,3,3,0,0,26
2015,408241,137,2015-08-31,415611,1,5.666666666666667,4,0,4,2,0,23
